run,eco_score,transport_score,electricity_score,water_score,recycling_score,plastic_score,level,transport_impact
403,43.91,39.02,53.92,64.98,33.33,33.38,Improving,180.32
404,56.77,56.11,35.08,52.76,100.0,33.38,Improving,160.12
405,50.9,61.28,84.9,62.84,0.0,40.76,Improving,154.18
406,54.57,52.15,49.81,57.27,66.67,46.93,Improving,164.93
407,52.43,42.13,32.74,69.48,66.67,63.22,Improving,176.27
408,48.18,48.15,70.58,39.41,33.33,46.93,Improving,169.5
409,38.13,75.75,14.52,61.33,0.0,22.01,Beginner,135.74
410,72.84,65.94,61.68,72.48,100.0,65.68,Eco-Friendly,149.2
411,61.12,36.66,67.48,57.87,100.0,52.99,Eco-Friendly,183.5
412,42.99,65.23,50.98,47.39,0.0,40.76,Improving,150.12
413,54.76,53.49,38.77,32.3,100.0,40.76,Improving,163.42
414,52.37,42.77,93.17,35.81,33.33,59.1,Improving,175.68
415,58.84,48.12,47.55,40.21,100.0,59.1,Improving,169.51
416,55.31,60.74,36.89,56.19,66.67,52.99,Improving,154.84
417,46.54,42.56,33.93,24.57,100.0,22.01,Improving,175.87
418,40.83,60.59,44.1,39.26,0.0,52.99,Improving,154.96
419,58.45,49.21,44.82,64.79,100.0,33.38,Improving,168.05
420,58.41,35.57,40.44,65.35,100.0,65.68,Improving,185.09
421,48.14,49.81,28.08,42.0,66.67,52.99,Improving,167.53
422,60.6,53.92,71.08,34.65,100.0,33.38,Eco-Friendly,162.81
423,56.59,72.95,40.3,48.0,66.67,40.76,Improving,140.06
424,46.93,24.88,65.29,65.94,33.33,65.68,Improving,198.65
425,52.89,45.81,50.34,76.8,66.67,28.19,Improving,172.58
426,57.71,69.22,36.33,49.89,66.67,59.1,Improving,145.04
427,62.46,58.79,35.75,54.62,100.0,63.22,Eco-Friendly,157.15
428,57.04,42.48,53.3,50.15,100.0,40.76,Improving,175.91
429,62.63,33.86,86.13,48.68,100.0,52.99,Eco-Friendly,187.06
430,44.17,56.23,32.6,34.0,66.67,15.64,Improving,159.99
431,56.4,60.21,48.95,41.35,100.0,15.64,Improving,155.22
432,38.66,38.72,43.07,37.69,33.33,40.76,Beginner,180.66
433,62.17,68.64,45.65,42.22,100.0,40.76,Eco-Friendly,145.5
434,63.61,63.34,47.01,54.42,100.0,46.93,Eco-Friendly,152.15
435,41.52,56.47,43.44,46.86,0.0,59.1,Improving,159.42
436,42.05,33.59,80.5,58.88,0.0,46.93,Improving,187.26
437,49.13,44.82,79.4,40.63,33.33,46.93,Improving,173.64
438,40.14,54.15,47.89,54.7,0.0,40.76,Improving,162.6
439,51.43,65.61,37.21,51.92,33.33,65.68,Improving,149.47
440,45.59,56.72,41.79,56.97,33.33,33.38,Improving,159.28
441,61.54,74.97,39.45,65.81,66.67,52.99,Eco-Friendly,136.4
442,59.14,70.2,46.86,61.74,66.67,40.76,Improving,144.01
443,48.58,43.65,68.97,27.52,66.67,28.19,Improving,174.62
444,50.45,47.51,74.67,69.14,33.33,28.19,Improving,170.24
445,42.1,46.59,66.75,57.74,0.0,40.76,Improving,171.59
446,44.23,19.19,47.77,38.21,66.67,65.68,Improving,203.52
447,49.89,54.19,72.36,62.04,0.0,65.68,Improving,162.57
448,42.2,44.02,23.74,53.99,33.33,63.22,Improving,174.25
449,53.27,62.41,54.66,60.02,33.33,52.99,Improving,152.98
450,34.01,31.44,39.88,32.89,33.33,33.38,Beginner,190.21
451,42.6,34.71,23.2,47.85,66.67,46.93,Improving,186.18
452,61.23,58.3,58.97,32.74,100.0,46.93,Eco-Friendly,157.48
453,38.76,37.75,40.12,44.18,33.33,40.76,Beginner,182.45
454,39.26,57.44,51.05,38.01,0.0,40.76,Beginner,158.59
455,43.3,27.52,36.78,29.98,66.67,65.68,Improving,194.66
456,52.14,47.16,80.5,48.49,33.33,52.99,Improving,170.7
457,60.35,55.06,53.92,78.44,66.67,52.99,Eco-Friendly,161.81
458,50.79,49.92,42.6,46.12,66.67,46.93,Improving,167.45
459,48.47,58.13,39.84,62.36,33.33,46.93,Improving,157.91
460,42.59,41.79,39.36,44.34,33.33,59.1,Improving,176.89
461,48.76,54.23,37.21,69.57,33.33,52.99,Improving,162.56
462,37.15,29.61,32.74,53.45,33.33,46.93,Beginner,192.5
463,58.59,47.43,55.58,54.9,100.0,33.38,Improving,170.24
464,36.48,41.87,34.77,15.64,33.33,52.99,Beginner,176.82
465,47.64,63.9,31.52,62.57,33.33,40.76,Improving,151.25
466,44.14,61.18,39.26,66.55,0.0,52.99,Improving,154.24
467,46.85,43.85,38.57,56.15,66.67,28.19,Improving,174.33
468,68.58,84.36,66.07,52.42,66.67,59.1,Eco-Friendly,129.15
469,32.05,48.95,45.06,40.02,0.0,15.64,Beginner,168.33
470,40.11,45.46,60.69,42.56,0.0,52.99,Improving,172.83
471,58.78,63.96,38.57,45.81,100.0,33.38,Improving,151.2
472,51.64,44.66,50.34,58.17,66.67,40.76,Improving,173.68
473,49.4,61.94,67.62,42.65,33.33,28.19,Improving,153.44
474,38.15,35.39,59.65,57.1,0.0,46.93,Beginner,185.36
475,58.69,55.34,38.06,49.55,100.0,46.93,Improving,161.53
476,41.73,46.39,54.27,79.66,0.0,33.38,Improving,171.84
477,49.84,61.13,85.48,18.2,33.33,33.38,Improving,154.27
478,36.97,42.52,37.0,34.26,33.33,33.38,Beginner,175.88
479,39.53,58.17,29.32,41.66,33.33,22.01,Beginner,157.77
480,60.93,42.65,57.91,57.35,100.0,52.99,Eco-Friendly,175.83
481,55.44,52.99,44.98,61.79,66.67,52.99,Improving,164.06
482,46.7,25.75,53.68,58.61,66.67,40.76,Improving,197.97
483,45.53,36.61,47.58,55.98,66.67,22.01,Improving,183.51
484,47.56,36.04,59.28,11.36,66.67,65.68,Improving,184.08
485,41.19,31.76,67.78,72.59,33.33,3.65,Improving,189.51
486,40.76,35.92,50.6,66.0,33.33,22.01,Improving,184.3
487,54.3,57.69,69.31,44.1,33.33,65.68,Improving,158.45
488,57.8,70.3,13.87,59.56,100.0,33.38,Improving,143.68
489,44.85,46.16,52.91,58.34,33.33,33.38,Improving,171.99
490,49.79,45.34,63.67,52.84,33.33,59.1,Improving,173.14
491,50.96,70.39,38.77,49.85,33.33,52.99,Improving,143.62
492,54.35,39.31,56.11,67.04,66.67,52.99,Improving,180.06
493,50.12,33.38,37.59,81.45,66.67,46.93,Improving,187.46
494,53.79,74.53,21.33,58.83,66.67,33.38,Improving,137.53
495,55.96,41.12,52.23,69.05,66.67,63.22,Improving,177.68
496,51.21,54.82,61.13,52.8,33.33,52.99,Improving,162.06
497,51.38,60.07,53.3,41.21,33.33,65.68,Improving,155.31
498,43.4,43.61,45.81,43.61,33.33,52.99,Improving,174.67
499,53.88,52.84,82.55,39.88,33.33,59.1,Improving,164.32
500,42.21,25.03,48.64,30.69,66.67,46.93,Improving,198.46
501,54.33,61.89,47.74,57.69,66.67,28.19,Improving,153.48
502,54.93,67.4,58.0,43.19,66.67,22.01,Improving,147.21
503,49.89,44.42,58.0,30.6,66.67,46.93,Improving,173.9
504,53.88,66.07,49.55,38.72,66.67,33.38,Improving,149.05
505,50.22,45.02,81.12,51.43,33.33,40.76,Improving,173.38
506,49.76,60.55,58.13,60.5,33.33,28.19,Improving,155.03
507,50.34,58.92,36.55,71.59,33.33,52.99,Improving,157.02
508,56.63,82.17,54.03,49.77,33.33,46.93,Improving,130.06
509,53.66,54.66,66.97,36.83,66.67,33.38,Improving,162.22
510,61.56,55.94,42.43,42.94,100.0,65.68,Eco-Friendly,160.28
511,64.43,53.34,44.26,71.38,100.0,59.1,Eco-Friendly,163.62
512,36.57,43.4,20.34,70.78,0.0,59.1,Beginner,174.96
513,40.98,26.03,50.11,46.7,33.33,63.22,Improving,197.21
514,38.61,45.89,47.58,35.75,33.33,22.01,Beginner,172.37
515,61.14,50.53,58.97,73.32,66.67,65.68,Eco-Friendly,166.63
516,49.55,68.4,50.87,47.89,33.33,33.38,Improving,145.77
517,65.37,66.97,55.14,48.08,100.0,46.93,Eco-Friendly,147.93
518,56.08,68.16,49.36,61.63,33.33,65.68,Improving,146.0
519,52.7,40.9,27.64,52.45,100.0,46.93,Improving,177.99
520,43.8,42.0,46.12,68.72,33.33,33.38,Improving,176.4
521,45.3,59.47,22.62,67.7,33.33,40.76,Improving,156.19
522,59.12,72.71,69.84,64.25,33.33,46.93,Improving,140.38
523,48.49,79.93,40.12,24.73,33.33,40.76,Improving,132.99
524,45.12,44.34,41.96,58.74,33.33,52.99,Improving,174.0
525,56.62,80.81,56.64,62.52,33.33,33.38,Improving,132.67
526,70.17,77.78,72.95,48.23,100.0,33.38,Eco-Friendly,134.55
527,49.65,27.05,12.32,63.9,100.0,63.22,Improving,196.28
528,57.55,65.68,63.06,51.17,66.67,28.19,Improving,149.41
529,45.0,14.52,12.32,74.25,100.0,46.93,Improving,207.71
530,55.74,66.55,38.16,39.6,66.67,59.1,Improving,148.42
531,49.04,58.43,31.03,26.8,66.67,52.99,Improving,157.28
532,34.78,30.25,52.49,35.69,0.0,65.68,Beginner,191.82
533,49.68,60.02,33.45,49.47,66.67,28.19,Improving,155.38
534,65.23,64.49,59.33,27.75,100.0,65.68,Eco-Friendly,150.67
535,59.33,68.24,67.85,71.18,33.33,52.99,Improving,145.95
536,46.15,27.97,44.46,56.6,66.67,46.93,Improving,194.33
537,48.07,70.88,38.97,67.62,0.0,59.1,Improving,143.21
538,64.44,58.08,52.26,44.74,100.0,65.68,Eco-Friendly,157.96
539,50.93,48.27,41.87,45.3,66.67,52.99,Improving,169.42
540,55.59,32.89,76.62,54.66,66.67,59.1,Improving,188.22
541,58.22,45.3,50.11,69.22,100.0,28.19,Improving,173.15
542,54.17,61.68,55.18,54.11,33.33,65.68,Improving,153.69
543,36.07,34.19,51.66,36.78,33.33,22.01,Beginner,186.76
544,37.94,39.69,28.62,57.57,33.33,33.38,Beginner,179.52
545,57.08,77.58,72.03,19.19,33.33,65.68,Improving,134.7
546,53.72,72.48,28.82,22.62,66.67,63.22,Improving,141.24
547,47.37,37.32,35.57,45.77,66.67,59.1,Improving,182.9
548,53.2,66.83,54.46,44.82,33.33,59.1,Improving,147.95
549,33.98,68.01,23.56,43.48,0.0,15.64,Beginner,146.32
550,55.64,72.59,55.54,66.48,33.33,40.76,Improving,140.61
551,31.93,37.11,31.03,44.26,0.0,52.99,Beginner,183.03
552,60.94,56.31,46.2,79.93,66.67,63.22,Eco-Friendly,159.93
553,50.46,63.56,56.39,30.52,33.33,59.1,Improving,151.87
554,48.92,53.53,39.98,68.32,33.33,52.99,Improving,163.38
555,27.73,29.51,22.22,49.29,0.0,46.93,Beginner,192.5
556,43.46,37.64,50.11,50.23,33.33,52.99,Improving,182.48
557,59.9,40.63,81.8,60.98,66.67,59.1,Improving,178.47
558,57.99,73.45,61.84,72.03,33.33,40.76,Improving,139.1
559,40.19,37.8,59.84,59.56,0.0,52.99,Improving,182.27
560,39.85,20.85,51.85,57.4,33.33,52.99,Beginner,202.4
561,49.29,37.05,54.66,71.49,33.33,65.68,Improving,183.06
562,37.5,41.17,43.73,31.52,33.33,33.38,Beginner,177.64
563,65.62,86.13,61.28,61.23,66.67,33.38,Eco-Friendly,127.28
564,46.12,48.08,53.8,36.04,33.33,59.1,Improving,169.52
565,37.46,55.66,26.55,69.66,0.0,33.38,Beginner,160.75
566,44.45,62.52,60.45,57.31,0.0,33.38,Improving,152.95
567,50.04,46.55,38.97,52.72,66.67,46.93,Improving,171.65
568,43.95,22.01,18.2,58.0,100.0,33.38,Improving,201.24
569,49.57,44.46,49.29,39.98,66.67,46.93,Improving,173.84
570,33.07,56.56,36.66,36.44,0.0,22.01,Beginner,159.36
571,62.6,72.83,29.02,40.53,100.0,59.1,Eco-Friendly,140.35
572,45.89,21.33,56.64,39.79,66.67,59.1,Improving,202.04
573,48.98,45.26,65.17,38.97,33.33,65.68,Improving,173.16
574,47.72,53.61,23.01,70.11,33.33,65.68,Improving,163.37
575,34.78,39.21,61.03,38.67,0.0,33.38,Beginner,180.18
576,44.34,55.54,42.09,30.95,33.33,52.99,Improving,161.04
577,52.76,39.26,60.55,56.68,66.67,46.93,Improving,180.09
578,43.86,48.0,70.02,62.31,0.0,40.76,Improving,169.59
579,54.47,46.63,74.25,29.02,66.67,52.99,Improving,171.58
580,59.16,59.7,54.86,52.91,100.0,15.64,Improving,155.74
581,48.49,42.39,52.04,46.82,66.67,33.38,Improving,176.0
582,50.92,48.42,77.78,41.52,33.33,52.99,Improving,169.26
583,57.16,46.51,25.75,73.45,100.0,46.93,Improving,171.69
584,46.24,54.27,52.34,63.5,33.33,22.01,Improving,162.51
585,55.13,64.02,28.08,49.96,66.67,63.22,Improving,151.18
586,39.73,64.73,36.1,40.35,0.0,46.93,Beginner,150.44
587,47.02,50.79,54.15,61.84,33.33,33.38,Improving,166.31
588,50.31,28.3,55.06,31.28,100.0,40.76,Improving,193.77
589,34.74,28.41,23.2,58.65,33.33,40.76,Beginner,193.75
590,48.27,24.25,52.34,55.5,66.67,59.1,Improving,199.06
591,55.94,71.18,52.04,38.92,66.67,33.38,Improving,142.94
592,53.36,55.5,15.64,37.54,100.0,52.99,Improving,161.14
593,39.03,40.4,63.96,53.37,0.0,40.76,Beginner,178.93
594,44.32,85.48,34.13,50.79,0.0,28.19,Improving,128.6
595,58.9,79.15,44.82,71.08,33.33,59.1,Improving,133.64
596,65.95,72.36,59.93,40.94,100.0,40.76,Eco-Friendly,141.43
597,46.86,61.08,43.61,54.27,33.33,33.38,Improving,154.41
598,41.45,45.38,45.61,46.93,33.33,33.38,Improving,173.11
599,51.1,57.35,68.4,43.4,33.33,46.93,Improving,158.75
600,48.11,51.13,67.18,31.44,33.33,52.99,Improving,165.82
601,49.03,48.76,63.28,59.79,33.33,40.76,Improving,168.74
602,34.12,27.29,19.79,24.25,66.67,33.38,Beginner,195.16
603,31.09,17.45,60.31,51.2,0.0,40.76,Beginner,205.5
604,56.82,59.33,45.06,52.07,66.67,59.1,Improving,156.27
605,35.34,53.22,25.75,34.77,33.33,15.64,Beginner,163.77
606,59.31,44.5,70.11,64.92,66.67,59.1,Improving,173.83
607,50.08,57.78,44.78,36.33,66.67,33.38,Improving,158.41
608,49.51,60.31,58.52,46.24,33.33,40.76,Improving,155.15
609,72.27,87.68,72.25,54.74,100.0,22.01,Eco-Friendly,127.0
610,49.44,30.16,47.89,63.56,66.67,52.99,Improving,192.03
611,49.57,56.68,43.94,41.44,66.67,28.19,Improving,159.29
612,43.98,44.14,30.86,53.65,33.33,65.68,Improving,174.21
613,51.37,51.28,45.46,49.62,66.67,40.76,Improving,165.68
614,46.75,34.83,62.57,61.13,33.33,52.99,Improving,186.16
615,35.26,38.26,30.52,52.19,0.0,65.68,Beginner,181.17
616,47.28,61.53,47.09,44.14,33.33,40.76,Improving,153.83
617,51.55,49.36,53.68,65.74,33.33,63.22,Improving,167.85
618,57.09,67.04,27.05,80.81,66.67,40.76,Improving,147.45
619,52.83,78.21,62.89,14.52,33.33,52.99,Improving,134.45
620,53.43,39.16,59.1,63.28,66.67,46.93,Improving,180.2
621,53.6,55.26,55.06,43.77,66.67,40.76,Improving,161.65
622,56.63,31.92,64.25,47.74,100.0,46.93,Improving,189.45
623,55.02,62.89,87.68,26.68,33.33,52.99,Improving,152.65
624,52.26,78.67,55.18,44.86,33.33,28.19,Improving,134.02
625,67.53,65.48,65.35,35.57,100.0,63.22,Eco-Friendly,149.53
626,58.14,48.87,69.22,55.7,66.67,52.99,Improving,168.61
627,39.42,36.78,54.62,25.03,33.33,46.93,Beginner,183.26
628,64.33,51.7,64.79,42.52,100.0,63.22,Eco-Friendly,165.25
629,55.65,66.62,19.19,38.06,100.0,40.76,Improving,148.31
630,46.61,51.92,17.83,75.43,33.33,63.22,Improving,165.06
631,53.38,44.86,61.84,66.62,66.67,28.19,Improving,173.58
632,49.83,65.55,34.19,44.58,66.67,22.01,Improving,149.51
633,27.79,25.61,48.04,41.79,0.0,28.19,Beginner,198.24
634,69.43,62.2,63.67,86.86,100.0,33.38,Eco-Friendly,153.2
635,46.9,64.61,62.25,47.47,0.0,52.99,Improving,150.51
636,56.64,59.65,53.49,64.73,66.67,33.38,Improving,155.85
637,54.28,56.76,55.86,51.62,66.67,33.38,Improving,159.28
638,45.32,54.46,35.08,68.64,33.33,33.38,Improving,162.38
639,47.13,75.43,55.86,41.92,0.0,46.93,Improving,136.03
640,31.55,19.5,57.91,34.06,33.33,15.64,Beginner,203.34
641,56.66,36.21,84.36,38.26,66.67,65.68,Improving,183.91
642,59.98,55.78,42.26,45.65,100.0,52.99,Improving,160.69
643,62.94,69.66,70.58,38.16,66.67,59.1,Eco-Friendly,144.55
644,55.88,53.72,52.19,73.2,66.67,33.38,Improving,163.22
645,52.4,39.6,89.78,52.99,33.33,52.99,Improving,179.7
646,44.08,58.21,38.21,60.84,0.0,65.68,Improving,157.71
647,48.87,45.65,27.97,55.34,66.67,52.99,Improving,172.66
648,51.68,52.53,51.66,48.34,66.67,33.38,Improving,164.52
649,44.79,45.61,59.42,62.46,0.0,65.68,Improving,172.68
650,64.44,61.74,52.95,36.5,100.0,65.68,Eco-Friendly,153.58
651,48.16,53.45,61.63,46.78,33.33,40.76,Improving,163.42
652,40.2,49.51,36.1,48.19,33.33,28.19,Improving,167.74
653,38.07,42.69,32.22,47.62,33.33,33.38,Beginner,175.82
654,48.64,49.85,49.62,48.3,33.33,65.68,Improving,167.5
655,35.82,47.32,45.3,30.78,0.0,52.99,Beginner,170.41
656,66.41,76.26,40.94,49.32,100.0,52.99,Eco-Friendly,135.46
657,51.4,18.55,64.43,77.78,66.67,52.99,Improving,205.2
658,61.57,49.06,67.62,23.2,100.0,65.68,Eco-Friendly,168.21
659,28.83,35.81,53.3,8.78,0.0,40.76,Beginner,184.65
660,44.09,31.03,41.26,85.48,33.33,46.93,Improving,190.91
661,50.2,67.26,51.54,27.86,33.33,59.1,Improving,147.41
662,49.17,52.11,47.43,82.55,33.33,33.38,Improving,164.96
663,68.31,76.09,71.7,52.26,100.0,22.01,Eco-Friendly,135.66
664,42.73,56.56,21.79,64.86,33.33,33.38,Improving,159.36
665,50.67,44.62,62.31,57.82,33.33,63.22,Improving,173.69
666,44.38,61.03,46.39,58.97,0.0,52.99,Improving,154.43
667,58.85,71.28,27.17,65.55,66.67,59.1,Improving,142.6
668,65.22,52.3,73.2,58.52,100.0,40.76,Eco-Friendly,164.7
669,50.53,45.22,35.81,50.68,66.67,59.1,Improving,173.19
670,52.65,40.49,48.15,53.68,66.67,63.22,Improving,178.55
671,52.22,53.99,40.21,37.59,100.0,15.64,Improving,162.78
672,36.71,49.55,50.04,45.54,0.0,33.38,Beginner,167.7
673,41.1,18.88,69.14,46.59,33.33,52.99,Improving,205.04
674,66.89,44.1,55.78,84.36,100.0,65.68,Eco-Friendly,174.24
675,47.8,46.04,77.78,25.47,33.33,52.99,Improving,172.06
676,44.34,24.08,58.7,59.06,33.33,65.68,Improving,199.12
677,29.4,37.0,46.47,31.84,0.0,28.19,Beginner,183.11
678,59.98,51.39,61.48,28.82,100.0,52.99,Improving,165.62
679,29.71,15.1,57.52,18.55,33.33,28.19,Beginner,206.47
680,56.06,63.62,29.02,53.26,66.67,65.68,Improving,151.73
681,46.22,33.03,68.64,40.44,33.33,65.68,Improving,187.91
682,41.74,58.52,20.34,34.96,66.67,10.22,Improving,157.27
683,61.14,45.5,46.86,73.84,100.0,46.93,Eco-Friendly,172.77
684,48.1,33.45,35.45,96.35,33.33,65.68,Improving,187.35
685,58.3,57.95,44.9,26.55,100.0,52.99,Improving,158.03
686,48.06,52.68,40.94,56.93,33.33,59.1,Improving,164.47
687,58.08,50.87,32.74,61.53,100.0,46.93,Improving,166.2
688,46.12,30.52,49.36,44.78,66.67,46.93,Improving,191.74
689,54.31,53.65,56.06,88.64,33.33,46.93,Improving,163.33
690,43.2,37.21,55.3,28.92,66.67,22.01,Improving,182.96
691,66.19,49.44,66.27,54.98,100.0,65.68,Eco-Friendly,167.79
692,55.01,30.78,57.74,41.87,100.0,52.99,Improving,191.32
693,59.39,53.26,47.58,64.43,100.0,28.19,Improving,163.71
694,52.11,82.55,41.79,35.21,33.33,46.93,Improving,129.94
695,56.67,47.89,54.15,55.26,66.67,65.68,Improving,169.78
696,39.25,32.6,17.45,50.94,66.67,33.38,Beginner,188.38
697,50.65,43.77,38.97,56.27,66.67,52.99,Improving,174.53
698,43.56,38.37,40.4,49.66,33.33,65.68,Improving,181.13
699,40.33,33.52,42.52,59.93,33.33,40.76,Improving,187.34
700,52.47,52.19,86.86,44.42,33.33,40.76,Improving,164.88
701,53.14,49.17,39.5,51.13,66.67,63.22,Improving,168.17
702,48.75,49.1,30.43,76.09,33.33,65.68,Improving,168.19
703,39.54,34.58,30.16,12.32,66.67,52.99,Beginner,186.46
704,50.25,47.05,50.83,50.87,66.67,33.38,Improving,170.82
705,39.07,8.78,52.8,36.66,66.67,46.93,Beginner,212.14
706,51.53,48.23,70.3,49.81,33.33,59.1,Improving,169.43
707,66.07,86.86,62.57,16.61,100.0,33.38,Eco-Friendly,127.16
708,56.72,43.69,34.26,46.08,100.0,65.68,Improving,174.58
709,45.36,60.35,28.51,52.3,33.33,46.93,Improving,155.13
710,59.62,67.62,54.78,47.28,66.67,52.99,Improving,146.66
711,44.87,38.47,40.58,57.95,33.33,65.68,Improving,181.02
712,50.46,66.0,72.59,29.8,33.33,33.38,Improving,149.19
713,35.03,50.83,54.03,6.83,0.0,52.99,Beginner,166.28
714,42.47,54.31,11.36,42.26,66.67,28.19,Improving,162.45
715,42.72,48.46,53.49,57.48,0.0,59.1,Improving,169.23
716,48.46,37.32,71.7,55.42,33.33,52.99,Improving,182.9
717,40.78,25.18,36.83,17.83,66.67,65.68,Improving,198.34
718,53.05,51.36,20.85,42.86,100.0,46.93,Improving,165.64
719,57.15,68.32,65.23,21.56,66.67,46.93,Improving,145.93
720,59.24,62.73,62.41,56.64,66.67,40.76,Improving,152.74
721,42.83,44.78,44.26,39.55,33.33,52.99,Improving,173.65
722,58.68,43.19,75.43,52.15,66.67,63.22,Improving,175.17
723,56.11,62.36,27.29,32.67,100.0,46.93,Improving,153.11
724,58.26,26.68,56.56,60.64,100.0,65.68,Improving,196.62
725,64.61,54.74,51.28,53.84,100.0,65.68,Eco-Friendly,162.19
726,51.82,64.86,37.11,67.18,66.67,10.22,Improving,150.4
727,47.14,51.81,67.18,43.28,33.33,33.38,Improving,165.21
728,40.63,48.53,36.89,33.25,33.33,46.93,Improving,169.22
729,58.23,40.21,58.0,50.19,100.0,46.93,Improving,179.04
730,48.2,63.0,37.85,37.21,33.33,63.22,Improving,152.53
731,44.81,63.5,55.7,31.76,0.0,65.68,Improving,151.93
732,53.3,43.15,67.48,43.24,66.67,46.93,Improving,175.22
733,62.03,60.94,64.14,70.3,66.67,46.93,Eco-Friendly,154.58
734,51.31,52.23,58.26,42.82,66.67,28.19,Improving,164.82
735,44.68,50.68,48.3,40.72,33.33,46.93,Improving,166.5
736,50.57,59.42,52.53,56.89,33.33,46.93,Improving,156.23
737,42.77,39.79,44.38,29.32,66.67,28.19,Improving,179.48
738,57.92,47.58,74.67,55.58,66.67,46.93,Improving,170.11
739,48.21,35.08,66.97,70.58,33.33,46.93,Improving,185.92
740,49.78,52.45,18.88,35.08,100.0,33.38,Improving,164.63
741,40.76,55.42,33.93,37.85,33.33,33.38,Improving,161.36
742,47.5,48.83,64.67,47.58,33.33,40.76,Improving,168.7
743,63.43,71.7,57.06,61.48,66.67,52.99,Eco-Friendly,142.13
744,64.01,62.15,68.48,44.38,100.0,33.38,Eco-Friendly,153.22
745,40.28,54.42,48.72,46.63,33.33,3.65,Improving,162.42
746,48.33,49.66,36.55,64.02,33.33,65.68,Improving,167.69
747,51.12,52.88,47.2,61.18,66.67,22.01,Improving,164.22
748,58.7,44.98,61.28,45.58,100.0,40.76,Improving,173.39
749,39.1,33.17,43.19,51.54,33.33,40.76,Beginner,187.83
750,52.11,43.81,22.22,31.11,100.0,65.68,Improving,174.5
751,53.11,69.05,51.2,56.35,33.33,46.93,Improving,145.15
752,55.34,73.32,29.8,52.88,66.67,40.76,Improving,139.22
753,48.53,34.13,66.27,44.62,66.67,33.38,Improving,186.82
754,43.59,63.73,38.06,34.58,33.33,33.38,Improving,151.51
755,60.26,52.04,55.62,68.89,66.67,65.68,Eco-Friendly,165.0
756,46.17,56.02,47.85,46.74,33.33,40.76,Improving,160.2
757,40.94,37.59,34.71,21.79,66.67,40.76,Improving,182.52
758,52.88,41.57,57.31,57.18,66.67,46.93,Improving,177.31
759,43.35,58.56,65.42,56.47,0.0,28.19,Improving,157.27
760,38.5,42.6,45.3,25.89,33.33,40.76,Beginner,175.86
761,62.54,89.78,47.89,43.85,66.67,40.76,Eco-Friendly,124.53
762,56.17,61.63,66.48,77.38,33.33,40.76,Improving,153.69
763,51.86,67.93,45.81,41.12,33.33,63.22,Improving,146.39
764,62.61,60.79,67.4,51.36,66.67,65.68,Eco-Friendly,154.77
765,43.15,50.15,44.42,50.34,33.33,33.38,Improving,167.03
766,59.22,63.67,38.26,64.31,66.67,63.22,Improving,151.55
767,55.0,67.33,48.83,18.88,66.67,59.1,Improving,147.34
768,40.66,50.71,26.03,71.7,0.0,63.22,Improving,166.47
769,72.52,69.93,56.93,75.27,100.0,59.1,Eco-Friendly,144.18
770,53.42,48.98,35.51,56.23,66.67,65.68,Improving,168.31
771,54.6,52.07,47.32,35.27,100.0,28.19,Improving,164.97
772,45.39,54.03,29.32,64.08,33.33,46.93,Improving,162.78
773,42.13,20.6,39.65,20.07,100.0,33.38,Improving,202.55
774,49.71,46.74,34.96,39.21,66.67,63.22,Improving,171.42
775,43.26,68.48,40.44,34.32,0.0,63.22,Improving,145.75
776,51.41,57.14,45.46,76.44,33.33,46.93,Improving,159.04
777,31.76,35.63,33.59,54.94,0.0,40.76,Beginner,185.09
778,68.02,69.4,78.67,73.97,66.67,46.93,Eco-Friendly,144.85
779,58.47,49.89,60.26,61.68,66.67,59.1,Improving,167.5
780,37.66,29.22,40.58,60.69,33.33,33.38,Beginner,193.19
781,57.88,56.43,52.15,61.58,66.67,52.99,Improving,159.47
782,59.65,45.93,61.48,43.57,100.0,46.93,Improving,172.22
783,45.38,46.12,46.78,56.52,33.33,46.93,Improving,172.04
784,47.83,54.98,63.45,32.96,33.33,46.93,Improving,161.83
785,37.8,57.57,52.0,34.13,0.0,33.38,Beginner,158.51
786,40.83,47.39,33.8,22.22,33.33,65.68,Improving,170.31
787,41.52,3.65,48.04,31.36,100.0,40.76,Improving,214.28
788,53.08,39.5,65.94,45.06,66.67,52.99,Improving,179.81
789,28.97,35.02,41.03,35.02,0.0,33.38,Beginner,186.03
790,51.69,37.64,45.73,78.67,66.67,40.76,Improving,182.48
791,43.25,41.7,30.16,42.43,66.67,33.38,Improving,177.09
792,33.15,29.12,40.58,30.86,33.33,33.38,Beginner,193.22
793,51.62,44.74,63.06,66.07,66.67,15.64,Improving,173.65
794,50.4,32.38,75.92,59.88,33.33,65.68,Improving,188.59
795,36.28,34.19,37.85,31.68,33.33,46.93,Beginner,186.76
796,56.15,58.88,61.84,44.46,66.67,40.76,Improving,157.04
797,29.44,36.1,29.98,43.32,0.0,40.76,Beginner,184.07
798,59.61,45.54,53.65,54.5,100.0,46.93,Improving,172.72
799,44.97,58.83,42.52,40.26,33.33,40.76,Improving,157.14
800,43.7,30.43,44.46,48.91,66.67,33.38,Improving,191.76
801,46.31,23.74,51.85,50.26,66.67,52.99,Improving,199.31
802,51.22,42.26,6.83,67.55,100.0,46.93,Improving,176.1
803,63.74,46.89,61.68,49.92,100.0,65.68,Eco-Friendly,171.07
804,45.02,26.55,65.42,48.91,66.67,22.01,Improving,196.66
